Num nodes,alpha,beta,gamma1,gamma2,average f1 over 50 runs
100,0.1,0.15000000000000002,10,0.5,0.8951397806672855
100,0.1,0.2,10,0.5,0.8912299533834205
100,0.1,0.25,10,0.5,0.8753872769180296
100,0.1,0.30000000000000004,10,0.5,0.8475632212219878
100,0.1,0.35000000000000003,10,0.5,0.8400527496676229
100,0.1,0.4,10,0.5,0.8192923079169593
100,0.1,0.45,10,0.5,0.7974480926858566
100,0.1,0.5,10,0.5,0.8064526455098739
100,0.15000000000000002,0.0,10,0.5,0.3812950016365108
100,0.15000000000000002,0.05,10,0.5,0.8484372674613361
100,0.15000000000000002,0.1,10,0.5,0.8700156239329074
100,0.15000000000000002,0.15000000000000002,10,0.5,0.8965478337879127
100,0.15000000000000002,0.2,10,0.5,0.8525852666959305
100,0.15000000000000002,0.25,10,0.5,0.8319120365383451
100,0.15000000000000002,0.30000000000000004,10,0.5,0.7785991071494717
100,0.15000000000000002,0.35000000000000003,10,0.5,0.7618371161115971
100,0.15000000000000002,0.4,10,0.5,0.7690764854181513
100,0.15000000000000002,0.45,10,0.5,0.7627886705831406
100,0.15000000000000002,0.5,10,0.5,0.7600970868634522
100,0.2,0.0,10,0.5,0.3348618037165194
100,0.2,0.05,10,0.5,0.866274745674368
100,0.2,0.1,10,0.5,0.871106013120508
100,0.2,0.15000000000000002,10,0.5,0.8488675497337304
100,0.2,0.2,10,0.5,0.812425493895419
100,0.2,0.25,10,0.5,0.7666911008675066
100,0.2,0.30000000000000004,10,0.5,0.7452152955686421
100,0.2,0.35000000000000003,10,0.5,0.7299701360456434
100,0.2,0.4,10,0.5,0.739109443326999
100,0.2,0.45,10,0.5,0.7312567139303623
100,0.2,0.5,10,0.5,0.7211225667531243
100,0.25,0.0,10,0.5,0.35535273754093893
100,0.25,0.05,10,0.5,0.8756060514367284
100,0.25,0.1,10,0.5,0.8747585856991918
100,0.25,0.15000000000000002,10,0.5,0.8279880783309824
100,0.25,0.2,10,0.5,0.7693669463064835
100,0.25,0.25,10,0.5,0.7365274822987189
100,0.25,0.30000000000000004,10,0.5,0.7216936296694624
100,0.25,0.35000000000000003,10,0.5,0.7097862452973025
100,0.25,0.4,10,0.5,0.7132988147214487
100,0.25,0.45,10,0.5,0.7006384429147673
100,0.25,0.5,10,0.5,0.6862637170755361
100,0.30000000000000004,0.0,10,0.5,0.3956220674941145
100,0.30000000000000004,0.05,10,0.5,0.8979108952620927
100,0.30000000000000004,0.1,10,0.5,0.8579876327709006
100,0.30000000000000004,0.15000000000000002,10,0.5,0.8119214381858272
100,0.30000000000000004,0.2,10,0.5,0.769648463999595
100,0.30000000000000004,0.25,10,0.5,0.7178549364337414
100,0.30000000000000004,0.30000000000000004,10,0.5,0.7101570053228943
100,0.30000000000000004,0.35000000000000003,10,0.5,0.6793804356227436
100,0.30000000000000004,0.4,10,0.5,0.6988042469963126
100,0.30000000000000004,0.45,10,0.5,0.676460788334327
100,0.30000000000000004,0.5,10,0.5,0.6623678986558539
100,0.35000000000000003,0.0,10,0.5,0.40359575731665953
100,0.35000000000000003,0.05,10,0.5,0.9010361826366691
100,0.35000000000000003,0.1,10,0.5,0.8518636940353501
100,0.35000000000000003,0.15000000000000002,10,0.5,0.791135175413549
100,0.35000000000000003,0.2,10,0.5,0.7582522524636208
100,0.35000000000000003,0.25,10,0.5,0.7005031874377604
100,0.35000000000000003,0.30000000000000004,10,0.5,0.6928151614943745
100,0.35000000000000003,0.35000000000000003,10,0.5,0.6760744576135272
100,0.35000000000000003,0.4,10,0.5,0.6683746157560003
100,0.35000000000000003,0.45,10,0.5,0.654022556889034
100,0.35000000000000003,0.5,10,0.5,0.6302713712073355
100,0.4,0.0,10,0.5,0.47050423515663553
100,0.4,0.05,10,0.5,0.8892597002496825
100,0.4,0.1,10,0.5,0.8312730851859336
100,0.4,0.15000000000000002,10,0.5,0.773422828587565
100,0.4,0.2,10,0.5,0.7352709674242334
100,0.4,0.25,10,0.5,0.6982978753250496
100,0.4,0.30000000000000004,10,0.5,0.6836745309366487
100,0.4,0.35000000000000003,10,0.5,0.6735125713162834
100,0.4,0.4,10,0.5,0.6606212171713242
100,0.4,0.45,10,0.5,0.6324555853130047
100,0.4,0.5,10,0.5,0.6196185712231832
100,0.45,0.0,10,0.5,0.5390384462155116
100,0.45,0.05,10,0.5,0.8886684018030389
100,0.45,0.1,10,0.5,0.8008913072232013
100,0.45,0.15000000000000002,10,0.5,0.7735731896200254
100,0.45,0.2,10,0.5,0.728127704062675
100,0.45,0.25,10,0.5,0.692881482893586
100,0.45,0.30000000000000004,10,0.5,0.6681308059048
100,0.45,0.35000000000000003,10,0.5,0.6533936147530386
100,0.45,0.4,10,0.5,0.6398581934493258
100,0.45,0.45,10,0.5,0.6152807161115533
100,0.45,0.5,10,0.5,0.601118078637347
100,0.5,0.0,10,0.5,0.5388369877443142
100,0.5,0.05,10,0.5,0.8805265588740222
100,0.5,0.1,10,0.5,0.8098124968549811
100,0.5,0.15000000000000002,10,0.5,0.755731704985282
100,0.5,0.2,10,0.5,0.7038100470219898
100,0.5,0.25,10,0.5,0.6779180925219565
100,0.5,0.30000000000000004,10,0.5,0.6574002511937942
100,0.5,0.35000000000000003,10,0.5,0.6501607046623209
100,0.5,0.4,10,0.5,0.6357766590694554
100,0.5,0.45,10,0.5,0.6202833053228344
100,0.5,0.5,10,0.5,0.5966874145672854
Optimal vals below
60,0.25,0.05,10,0.5,0.873294309013989
80,0.30000000000000004,0.05,10,0.5,0.8779931052342996
100,0.35000000000000003,0.05,10,0.5,0.9010361826366691
