   ETEX Release 1 on 23 October 1994    PMCH concentrations in ng/m3 above ambient level         Version etex1_v1.1.960505                                       
              1     2     3     4     5     6     7     8     9    10    11    12    13    14    15    16    17    18    19    20    21    22    23    24    25    26    27    28    29    30
 113  N01   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .02   .13   .16   .17   .22   .18   .22   .22   .14   .04  -.99
 114  N02   -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .01
 115  N04   -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .22   .61  1.22  1.01   .15   .00   .01   .00   .00   .00   .00   .00   .00
 116  N05   -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00  -.99   .00  -.99   .00  -.99   .00   .00  -.99   .00  -.99   .00  -.99   .00  -.99   .00  -.99   .14  -.99   .27  -.99   .18
 117  N06   -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .00   .00   .01   .00   .00   .00   .00   .00   .00   .00
 118  N07   -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .09   .37   .32   .19   .34   .33   .17   .13   .11   .08   .06   .03   .01
 119  NL01  -.99  -.99  -.99   .00   .00   .00   .01   .28   .10   .00  1.42  1.74   .19   .01   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99
 120  NL02  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .01   .01   .17  -.88  2.61   .07   .04   .04   .03  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 121  NL03  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.88  -.88  -.88   .05  -.88  -.88  -.88  -.88   .06  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.99  -.99  -.99  -.99  -.99
 122  NL04  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .21  1.43   .60   .03   .00   .00   .00  -.88   .06  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 123  NL05  -.99   .00   .00   .00   .00   .00   .01   .01   .00   .10  1.99  1.04   .00   .02   .11   .12   .08  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 124  NL06  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.88  -.88  -.88  -.88  -.88  -.88  -.99  -.99  -.99  -.99  -.99
 125  NL07  -.99   .00   .00  -.99   .00   .00   .00   .00   .00   .00   .00   .01   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 126  NL08  -.99  -.99   .00   .00   .00  -.88   .00  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88  -.88   .15  -.88  -.88  -.88   .00  -.99  -.99  -.99  -.99  -.99
 127  NL09  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .28   .01   .08   .02   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99
 128  PL01  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.88   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .02   .01   .01   .00   .00   .00   .00   .00
 129  PL02  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .13   .48   .41   .45   .41   .23   .09   .09   .13   .09   .08   .08   .08
 130  PL03  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .13   .28   .42   .72   .68   .44   .15   .07   .05   .00   .03   .07   .01   .01   .01   .01   .01
 131  PL04  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .01   .06   .08   .09   .11   .09   .19   .31   .25   .01   .00   .00   .00   .00   .00   .00   .00
 132  PL05  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .11   .25   .13   .25   .27   .22   .19   .08   .04   .02   .01   .00   .00   .00   .00
 133  PL06  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .05   .03   .04   .05   .05   .10   .23   .12   .00   .00   .00   .00   .00   .00   .00   .00
 134  PL07  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .08   .15   .08   .16   .09   .03   .01   .00
 135  PL08  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .03   .00   .02  1.11   .19  1.94  1.20  1.23  1.97  1.49   .46   .17   .08   .00   .13   .00   .12   .00   .14   .00   .00   .00
 136  R01   -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .06  -.99   .20   .13   .13   .12   .08   .11   .02   .00   .02   .01   .01   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99
 137  R02   -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .05   .10   .12   .09   .10   .09   .08   .08   .07   .06
 138  S01   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99
 139  S02   -.99  -.99  -.99  -.99  -.99   .00   .00   .00  -.88  -.88   .00   .00   .00  -.88  -.88   .00   .00   .00   .09   .16   .03  -.99  -.99  -.99  -.99   .02   .03   .00   .00  -.99
 140  S03   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 141  S04   -.99  -.99  -.99  -.99  -.99  -.88   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 142  S05   -.99  -.99  -.99  -.99  -.99  -.88  -.88   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .02   .06   .00   .00   .00   .00  -.99
 143  S06   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .00   .00   .00   .00   .00  -.99
 144  S07   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .22   .05   .05   .14   .11   .01   .00   .01   .00   .01   .00   .01  -.99
 145  S08   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .03   .02   .14   .21   .11   .01   .00   .00   .01   .00   .00  -.99
 146  S09   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .00   .01  -.88   .00   .00   .00   .01   .01   .01   .01   .01  -.99
 147  S10   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .04   .03   .15   .29   .09   .00   .00   .00   .00   .00   .00   .00  -.99
 148  S11   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .01   .01   .01   .02   .02  -.99
 149  S12   -.99  -.99  -.99  -.99  -.99   .00   .00   .00  -.88  -.88  -.88   .05   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .02  -.88  -.88   .00  -.88   .04  1.25  -.99
 150  S13   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99
 151  S14   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .08   .04   .00   .00   .00   .00   .00  -.99
 152  S15   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .02   .03   .00   .00   .00   .00   .00  -.99
 153  S16   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .02   .01   .01   .00  -.99
 154  S17   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99
 155  S18   -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .02   .02   .01   .00   .01  -.99
 156  SF01  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00
 157  SF02   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00
 158  SR01  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .07   .35   .73   .74   .80   .82   .67   .55   .45   .24   .08  -.99   .03   .04   .04   .03   .00
 159  SR02  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00  -.99   .00   .00   .00   .00   .00   .00   .00   .10   .31   .44   .49   .30   .11   .02   .05   .07   .05   .04   .00   .00
 160  SR03  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .02   .08   .11   .14   .21   .24   .20   .16   .15   .16   .15   .14   .08   .01
 161  SR04  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .02   .15   .33   .24   .25   .08   .01   .02   .03   .03
 162  UK01  -.99  -.88  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .01   .00   .03   .01   .68   .00   .06  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99
 163  UK02  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.99  -.88  -.88  -.88  -.99  -.99  -.99  -.99  -.99  -.99  -.99   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99
 164  UK03  -.99   .00   .00   .00   .00   .03   .01   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99
 165  UK04  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99
 166  UK05  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99
 167  UK06  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99   .01   .02   .02   .02   .02   .01   .00   .00   .01   .00   .00  -.99  -.99  -.99  -.99  -.99
 168  UK07  -.99   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00   .00  -.99  -.99  -.99  -.99  -.99 
